id,paragraph,problems,question_plus,questions,answers,choices,category
generation-for-nlp-527,"""공산주의라는 유령 하나가 유럽을 떠돌고 있다. 교황과 차르, 메테르니히와 기조, 프랑스 급진주의자와 독일 경찰 스파이를 포함한 구 유럽의 모든 강대국은 이 유령을 쫓아내고자 신성한 동맹을 맺었다. 이 사실로 두 결과가 발생한다. I. 이미 유럽 모든 강대국이 공산주의 자체가 하나의 세력임을 인정하고 있다. II. 이제 공산주의자는 전 세계에 맞서 견해, 목표, 경향을 공개 발표하고 공산당 자체 선언문으로 공산주의 유령이라는 동화에 대응해야 한다."" 칼 마르크스와 프리드리히 엥겔스, 공산당 선언, 1848년","{'question': '이 글에서 마르크스와 엥겔스가 천착하고 있는 것으로 보이는 것은 무엇입니까?', 'choices': ['두려움을 유발해 독자들로 하여금 행동하게 만드는 것', '운동 전체를 수포로 만들 위험이 있는 극단적 공산주의자들을 공격하는 것', '타인을 실제로 이해하고 있음을 입증하는 것', '공산주의 반대자들이 틀린 이유를 설명하는 것'], 'answer': 4}",,이 글에서 마르크스와 엥겔스가 천착하고 있는 것으로 보이는 것은 무엇입니까?,4,"['두려움을 유발해 독자들로 하여금 행동하게 만드는 것', '운동 전체를 수포로 만들 위험이 있는 극단적 공산주의자들을 공격하는 것', '타인을 실제로 이해하고 있음을 입증하는 것', '공산주의 반대자들이 틀린 이유를 설명하는 것']",정치
generation-for-nlp-529,"먼저 우주가 구형이라는 점에 주목해야 한다. 부분적으로는 연결점이 필요 없는 완전한 전체 형태기 때문이고, 부분적으로는 모든 것을 담고 보존하는 데 가장 적합한, 가장 넓은 형태를 만들기 때문이다. 또는 우주를 구성하는 모든 부분인 태양, 달, 행성이 이런 형태로 나타나기 때문이다. 또는 물방울과 기타 유체가 스스로 모양을 만드는 것처럼 모든 것이 이 형태를 얻으려 하기 때문이다. 그러므로 이 형태가 천체에 속함을 아무도 의심하지 않을 것이다. … 그러므로 지구도 구형이라는 사실은 의문의 여지가 없는데, 지구는 중심을 모든 면에서 압박하기 때문이다. 비록 산이 높고 골짜기가 움푹하여 완벽한 원형으로 이해되지는 않으나 지구가 구형이라는 일반적 특성에 영향을 미치지는 않는다. … 지구가 구형을 갖고 있음이 이미 밝혀졌듯, 운동도 이 형태와 일치하는지, 우주에서 지구가 차지하는 위치는 무엇인지 고심해야 한다. ... 물론 저자 대다수는 지구가 여전히 우주의 중심이라는 점에 동의하며, 반대를 가정하는 것은 상상할 수 없으며 우스꽝스럽다고 생각한다. 그러나 문제를 사려깊게 고려하면 질문이 아직 해결되지 않았기에 결코 가볍게 여겨서는 안 됨을 알게 될 것이다. 관찰되는 모든 장소의 변화는 관찰되는 대상이나 관찰자의 움직임, 또는 둘 다의 움직임이 원인으로 발생한다. … 지구에서 하늘의 공전을 관찰하면 우리 눈에 보인다. 그러므로 지구가 움직이지 않는다면 이 운동은 지구 외부의 모든 것에서 일어나야 하며, 지구상의 모든 것이 움직이는 경우와는 반대 방향으로 일어나야 하며, 이러한 종류는 일상의 혁명이다. 그러므로 이는 우주 전체, 즉 지구 자체를 제외한 지구 밖 모든 것에 영향을 미치는 것으로 보인다. 그러나 이 운동이 하늘에만 고유하지 않고, 지구가 서쪽에서 동쪽으로 돈다는 것을 인정하고, 이것이 해, 달, 별이 뜨고 지는 것처럼 보이는 것과 관련하여 주의 깊게 고려된다면, 이것이 실제 상황임을 알게 될 것이다.","{'question': '위 글을 보았을 때 구체 형태의 우주에 관한 코페르니쿠스의 주장은 무엇을 근거로 하고 있습니까?', 'choices': ['관찰과 귀납', '과거 기록의 권위', '실험', '제1원칙으로부터 추론'], 'answer': 1}",,위 글을 보았을 때 구체 형태의 우주에 관한 코페르니쿠스의 주장은 무엇을 근거로 하고 있습니까?,1,"['관찰과 귀납', '과거 기록의 권위', '실험', '제1원칙으로부터 추론']",역사
generation-for-nlp-530,"버킹엄 궁전, 1839년 5월 10일. 여왕은 지난 나흘 동안 자신이 해야 한 많은 일을 고려하면 자신이 화요일에 글로스터 가문에서 열리는 파티, 수요일에 열리는 에인션트 콘서트, 목요일에 열리는 노섬버랜드 가문의 무도회에 가면 피로를 느낄까봐 두렵다는 내용으로 케임브리지 공작에게 편지를 쓰는 것이 해로울 것이라고 생각하는지 멜버른 경에게 묻는 것을 잊어버렸다. 여왕이 수요일 에인션트 콘서트에 갔다면 월요일 이곳에서 자신의 콘서트를 제하고라도 나흘 밤의 피로가 누적되어 정말 여왕처럼 지쳤을 것이다. 그러나 멜버른 경이 에인션트 콘서트에는 영국 가수들만 있기에 가야 한다고 생각한다면, 여왕은 공연 하나를 보기 위해 갈 수 있다. 그러나 지금은 피곤한 시기라서 가능하면 피하고 싶어한다.… 보수당과의 협상이 거의 끝났고 멜버른 경이 여기 왔으니, 여왕은 멜버른 경이 일요일 함께 식사하는 데 반대하지 않기를 바라겠는가? 빅토리아 여왕의 편지, 3권 중 1권, 1837년~1843년: 1837년과 1861년 사이의 여왕 폐하의 서신에서 발췌.","{'question': '귀족들이 이와 비슷하게 여흥에 빠졌던 것이 가장 극에 달했던 시대와 나라는 어디입니까?', 'choices': ['16세기 스페인', '17세기 네덜란드', '18세기 프랑스', '19세기 프러시아'], 'answer': 4}",,귀족들이 이와 비슷하게 여흥에 빠졌던 것이 가장 극에 달했던 시대와 나라는 어디입니까?,4,"['16세기 스페인', '17세기 네덜란드', '18세기 프랑스', '19세기 프러시아']",역사
generation-for-nlp-531,"아래의 두 발췌문은 각각 탐험가 크리스토퍼 콜럼버스와 멕시코 치아파스의 도미니카 주교 바톨로뮤 데 라스 카사스가 쓴 것입니다.
본문 1
인디언들은 판매자가 요구하는 무엇이든 줄 것이다. . . . 그리하여 바보처럼 면화와 금을 활 조각, 유리, 병, 항아리와 물물교환했다. 나는 부당한 일이라고 금한 뒤 가져온 아름답고 좋은 물건을 주고 아무것도 돌려받지 않았다. 이들과 좀더 쉽게 어울리고 기독교인이 되도록 유도하며 왕과 왕비, 우리 왕자와 모든 스페인 사람들에게 호감을 표하도록 하고자 했다. 이들은 많이 가지고 있지만 우리에게 꼭 필요한 것들만을 찾아 모아 우리에게 전달하는 데 관심이 있다.
—크리스토퍼 콜럼버스: 라파엘 산체스에게 보낸 편지, 1493년
본문 2
이 온화한 양들에게 달린 일이었다. . . 스페인인들은 눈을 맞춘 첫 날부터 마치 맹렬한 늑대 혹은 며칠을 굶은 사자와 호랑이처럼 달려들었다. 처음부터 구성된 행동 패턴은 오늘날까지 변하지 않고 있으며 스페인인들은 여전히 원주민들을 잘게 찢고 살해해 말못할 고통과 괴로움, 절망을 안겨주며 고문하고 괴롭히며 무자비하게 박해하는 일만 반복하고 있다. 때가 되면 우리는 이들이 고문을 위해 발명해 개량한 수 많은 독창적인 방법 중 일부를 설명할 것이지만 피해자의 숫자 만으로도 얼마나 이들의 고문 방식이 효과적이었는지 알 수 있다. 스페인인들이 처음 도착했을 때 히스파니올라 섬의 원주민 인구는 약 3백만이었으나 지금은 200명만 살아남았다. 이토록 많은 수의 사람들을 죽이고 파괴한 이유는 그리스도교인들의 궁극의 목적이 금을 획득해 빠른 시간 안에 부를 획득해 자신들이 저지른 짓에 비추어 볼 때 말도 안되는 지위에 오르기 위함이었다.
–바톨로뮤 데 라스 카사스: 인디스 파괴에 대한 간략한 설명, 1542년","{'question': '본문 2에서 데 라스 카사스가 가장 중요하다고 생각했을 법한 탐험의 동기는 무엇입니까?', 'choices': ['원주민들을 기독교로 개종', '부의 축적', '개인적 영광', '새 친구 찾기'], 'answer': 1}",,본문 2에서 데 라스 카사스가 가장 중요하다고 생각했을 법한 탐험의 동기는 무엇입니까?,1,"['원주민들을 기독교로 개종', '부의 축적', '개인적 영광', '새 친구 찾기']",역사
generation-for-nlp-535,"""학문적인 아리스토텔레스가 플라톤으로 대체되는 일은 비잔틴 학자와의 접촉으로 가속화되었다. 동서 교회를 명목상 재통합한 피렌체 공의회(1438) 논쟁에서 이미 비잔틴인들이 플라톤이 아리스토텔레스보다 우월하다고 주장한 바 있었다. 코시모와 로렌초 데 메디치는 둘 다 플라톤을 신뢰했다. 코시모가 설립한 피렌체 아카데미를 로렌초가 이어갔는데, 이 아카데미는 주로 플라톤을 공부했다… 그러나 당시 인문주의자는 고대의 지식을 습득하느라 너무 바빠서 가치 있는 것을 생산할 수 없었다."" 영국 철학자 버트런드 러셀, 서양철학사, 1946년","{'question': '위 글은 어떤 면에서 20세기 철학자와 사상가들의 견해를 가장 잘 보여주고 있습니까?', 'choices': ['전례 없을 정도의 수많은 사회적, 기술적 변화로 인해 20세기는 혁신을 삶의 가장 가치 있는 특징 중 하나로 받아들이게 되었다.', '전례 없을 정도의 수많은 사회적, 기술적 변화에 짓눌린 20세기는 과거의 오랜 전통을 도피처로 삼았다.', '제1차 세계대전과 2차 세계대전의 패전으로 삶을 관통하는 하나의 의미를 찾을 가능성이 사라지면서 철학자들은 과거 사상가들의 사소한 철학적 차이를 파악하는 데 몰두했다.', '허무주의자들은 일반적으로 앞시대 사람들의 가설을 의심하는 방법을 찾는다.'], 'answer': 1}",,위 글은 어떤 면에서 20세기 철학자와 사상가들의 견해를 가장 잘 보여주고 있습니까?,1,"['전례 없을 정도의 수많은 사회적, 기술적 변화로 인해 20세기는 혁신을 삶의 가장 가치 있는 특징 중 하나로 받아들이게 되었다.', '전례 없을 정도의 수많은 사회적, 기술적 변화에 짓눌린 20세기는 과거의 오랜 전통을 도피처로 삼았다.', '제1차 세계대전과 2차 세계대전의 패전으로 삶을 관통하는 하나의 의미를 찾을 가능성이 사라지면서 철학자들은 과거 사상가들의 사소한 철학적 차이를 파악하는 데 몰두했다.', '허무주의자들은 일반적으로 앞시대 사람들의 가설을 의심하는 방법을 찾는다.']",역사
generation-for-nlp-538,"유대인으로서 나는 집단책임을 믿지 않습니다. 유죄인 자만이 유죄인 것입니다. 살인자의 자녀는 살인자가 아닌 그저 아이들일 뿐입니다. 나는 히틀러 세대가 저지른 입에 담기도 힘든 범죄를 두고 오늘날의 세대를 심판할 마음도, 권한도 없습니다. 하지만 우리는 책임을 질 수 있고 또 져야 합니다. 과거가 아닌, 과거를 기억하는 방식에 대해서 말입니다. 과거에 대한 기억을 어떻게 쓸 것인지에 대해서 말입니다. 기억한다는 것은 여러분 나라의 국민들이 역사를 떠도는 유령을 물리치는 데 일조하는 것입니다. 기억하십시오. 죽은자와 화해하지 못한 집단은 살아있는 자를 고통스럽게 만듭니다. 우리는 비록 아우슈비치가 지난 일이고 공포스러운 것임에도 불구하고, 전 세계는 구원(salvation)할 가치가 있으며, 구속(redemption)과 마찬가지로 구원은 오직 기억 속에서만 찾을 수 있다고 생각하기 때문에 이를 기억하고 그것이 상징하는 모든 것들을 기억합니다. 엘리 위젤, “생존자의 성찰”, 1987년","{'question': '이 구절 보고, 위젤은 홀로코스트를 기억하는 것이', 'choices': ['독일인들의 치유과정을 방해해 온 ', '자신들의 역사화 화해하고', '그런 일이 다시는 일어나지 않도록 하고', '유대인들이 독일인들을 용서하는 데 있어서 필요했다고 주장했음을 유추할 수 있습니다'], 'answer': 1}",,"이 구절 보고, 위젤은 홀로코스트를 기억하는 것이",1,"['독일인들의 치유과정을 방해해 온 ', '자신들의 역사화 화해하고', '그런 일이 다시는 일어나지 않도록 하고', '유대인들이 독일인들을 용서하는 데 있어서 필요했다고 주장했음을 유추할 수 있습니다']",역사
generation-for-nlp-543,"아래의 발췌문을 읽으시오. 바울은 반복해서 부패를 다음과 같은 죄로 지정하였습니다. . . 간통, 간음, 절도, 증오, 살인, 희롱, 그는 비록 성경의 여러 구절에 있지만 죄악의 열매를 같은 방법으로 말하였습니다 . . . 우리는 그러한 부패만으로 인해, 의로움과 결백그리고 순수함 외에는 용납하지 않는 하나님께 비난을 받아 마땅합니다. —존 칼빈, 기독교 종교연구소, 2권: 제1장, 1545 생명의 언약은 모든 사람에게 동일하게 설파되지 않으며, 그것이 설파되는 사람들도 항상 동일하게 받아들이지 않습니다. 이 다양성은 신성한 심판의 측량할 수 없는 깊이를 보여주며, 그리고 의심할 여지없이 영원한 선택라는 하나님의 목적에 종속됩니다. 그러나 어떤 사람들에게 즉흥적으로 구원을 제공하는 것이 단순히 하나님의 기쁨 때문임이 명백하고, 다른 사람들은 구원을 받을 수 없는 경우, 단순한 견해들이 선택과 예정에 관해 아우를 수 없을 때, 굉장히 어렵고 설명하기 어려운 질문들이 바로 생겨납니다[,] . . . 하나님께서 구원의 희망에 난잡하게 모든 것을 받아들이지 않고, 그가 다른 이들에게 부인한 구원을 일부에게 주신다는 것을 대조하여 설명한 하나님의 은혜 —존 칼빈, 기독교 종교연구소, 3권: 제21장, 1545","{'question': '그들의 동료 개신교 루터교인들과 비교했을 때, 칼빈주의자들의 사상 중 가장 큰 대조를 이루는 것은 다음 중 무엇입니까?', 'choices': ['칼주의자들은 국가가 종교 조직에 절대적으로 종속되어 있다고 믿었습니다.', '칼빈주의자들은 공재설을 믿었고 루터교인들은 성변화를 믿었습니다.', '루터교인들은 정치적 이익을 위해 개혁신앙을 이용하여 교황과 신성 로마 제국의 지배에서 벗어났습니다.', '루터교인들은 7개의 모든 성례를 유지할 것을 주장한 반면 칼빈주의자들은 그 중 2개만을 지키는 것을 택했습니다.'], 'answer': 1}",,"그들의 동료 개신교 루터교인들과 비교했을 때, 칼빈주의자들의 사상 중 가장 큰 대조를 이루는 것은 다음 중 무엇입니까?",1,"['칼주의자들은 국가가 종교 조직에 절대적으로 종속되어 있다고 믿었습니다.', '칼빈주의자들은 공재설을 믿었고 루터교인들은 성변화를 믿었습니다.', '루터교인들은 정치적 이익을 위해 개혁신앙을 이용하여 교황과 신성 로마 제국의 지배에서 벗어났습니다.', '루터교인들은 7개의 모든 성례를 유지할 것을 주장한 반면 칼빈주의자들은 그 중 2개만을 지키는 것을 택했습니다.']",역사
generation-for-nlp-554,"혁명의 씨앗은 모든 국가에 침투하여 다소 퍼졌습니다. 씨앗은 보나파르트의 군사 독재 하에서 크게 발전했습니다. 나폴레옹의 정복은 수 많은 법률, 제도, 관습을 대체하며 모든 국가 간의 신성한 유대를 부쉈으며 시간 그 자체에 저항할만큼 강했습니다. 이는 혁명가들이 부여한 특전한 혜택이라고 말할 수 있는 것 그 이상입니다.
군주들은 의무를 부여한 자의 뜻에 따라 정의와 모든 사람들의 권리를 유지하고 오류로 가는 길을 피하고 진실의 길만을 따라가도록 자신에게 위임된 의무를 다할 것입니다. 사회를 뒤흔드는 열정 너머에 있는 그들은 주로 시련의 나날에 거짓 현실을 벗기고, 가장에게 당연히 속한 권위를 부여 받은 아버지로서, 애도의 날에도 정의롭고 현명하며 따라서 강할 줄 알고, 자신들이 다스려야 할 사람들을 파벌의 장난거리가 되도록 내버려두지 않을 것이며, 오류와 그 결과, 사회의 상실을 수반하지 않을 것임을 증명해야 합니다.
군주들 간의 연합은 완전한 파멸로부터 사회를 구하기 위해 지금 당장 추구해야 하는 정책의 기반입니다.
그들이 인정된 필요에 따라 행정의 특정 부서를 변경하도록 하여 당파에 대한 양보와 국민을 위해 해야 할 선행을 혼동하지 않도록 합시다.
군주들이 정의로우면서 강하고 자비로우면서 엄하길 바랍니다.
이들이 종교적인 원칙을 순수한 관점에서 따르고 신앙이 박해당하도록 두지 않으며 도덕이 사회적 합의나 어리석은 종파의 의견에 따라 해석되지 않도록 하게 합시다.
이들이 사회를 좀먹는 비밀 결사를 억압하도록 합시다.
—클레멘스 폰 메테르니히, 정치적 신앙고백, 1820","{'question': '위 문서에는 빈 회의 개최 중에 메테르니히가 이끈 협상의 최종 결과가 어떤 식으로 언급되고 있나요?', 'choices': ['메테르니히의 보나파르트의 군사적 전제주의에 대한 성명은 유럽의 모든 제국의 몰락으로 이어졌다.', '메테르니히의 의무 이행에 대한 발언은 유럽의 운명을 좌우하는 신성 동맹에 대한 그의 지지를 나타낸다.', '메테르니히의 군주 연합에 관한 발언은 유럽 협력체의 창설을 암시한다.', '메테르니히는 비밀 결사에 대한 혐오감을 느껴 칼스바트 법령을 제정하게 되었다.'], 'answer': 3}",,위 문서에는 빈 회의 개최 중에 메테르니히가 이끈 협상의 최종 결과가 어떤 식으로 언급되고 있나요?,3,"['메테르니히의 보나파르트의 군사적 전제주의에 대한 성명은 유럽의 모든 제국의 몰락으로 이어졌다.', '메테르니히의 의무 이행에 대한 발언은 유럽의 운명을 좌우하는 신성 동맹에 대한 그의 지지를 나타낸다.', '메테르니히의 군주 연합에 관한 발언은 유럽 협력체의 창설을 암시한다.', '메테르니히는 비밀 결사에 대한 혐오감을 느껴 칼스바트 법령을 제정하게 되었다.']",역사
generation-for-nlp-556,"질문은 다음과 같은 정보를 포함합니다.
아래 불만 목록을 읽어보십시오.
제3조: 프랑스 국민은 국회에서 제정되어 왕이 승인한 법률만을 왕국의 법률로 인정해야 한다.
제11조: 개인의 자유, 재산권, 시민의 안전은 명확하고 정확하며 취소할 수 없는 방식으로 확립되어야 한다. 모든 비밀 체포 영장은 삼부회가 부과하는 것이 적절하다고 판단하는 특정 수정에 따라 영원히 폐지된다.
제12조: 프랑스인의 개인적 권리 및 재산권에 침해 가능성을 영구적으로 제거하고자 모든 형사사건과 민사사건의 사실 확인을 위해 왕국의 모든 법원에 배심원제를 도입한다.
제17조: 형벌의 모든 차별은 폐지되어야 한다. 다양한 계층의 시민이 저지른 범죄는 동일한 법률 형식과 동일한 방식으로 처벌된다. 삼부회는 범죄 결과가 해당 개인에게만 국한되고 전혀 참여하지 않아 무죄인 해당 범죄자의 친인척에게 연좌되지 않도록 해야 한다.
제21조: 국민 대표가 수락하고 국왕이 승인하지 않는 한 어떤 세금도 합법적이지 않다.
—베르사유 제3부 의사록, 1789년","{'question': '다음 중 위에서 언급된 프랑스 혁명의 원인이 된 문제점으로 올바르지 않은 것은?', 'choices': ['부채와 세수 감소로 인한 재정 문제.', '공평하지 않은 법 체계.', '계몽주의 이념의 확산.', '1789년 프랑스에 만연했던 사회 정치적 불평등.'], 'answer': 1}",,다음 중 위에서 언급된 프랑스 혁명의 원인이 된 문제점으로 올바르지 않은 것은?,1,"['부채와 세수 감소로 인한 재정 문제.', '공평하지 않은 법 체계.', '계몽주의 이념의 확산.', '1789년 프랑스에 만연했던 사회 정치적 불평등.']",역사
generation-for-nlp-564,"""1500년 에라스무스가 도버에서 불행을 겪고 집필하여 마운트조이에게 헌정한 작품인 아다기오룸 콜렉타네아(Adagiorum Collectanea)가 나타났다. 고대 라틴어 작가로부터 발췌한 약 800개의 속담 모음집으로, 라틴어를 우아하게 쓰기고자 하는 사람들이 사용할 수 있도록 설명되어 있다. 헌정 시 에라스무스는 자기 스타일을 꾸미고 논증을 강화함에 있어 고대부터 귀하게 여겨진 문장을 충분히 공급하여 얻을 수 있는 이득을 지적했다. 독자에게 그러한 도움을 주고자 했다. 실제로 준 도움은 그 이상이었다. 고대의 정신을 통해 이전 인문주의자가 도달했던 것보다 훨씬 더 넓은 범위도 잘 알게 되었다. 지금까지 인문주의자는 다수에게 여전히 부족한 지식을 자랑하고 배움과 우아함의 이상한 천재가 되고자 고전 문화의 보물을 다소 독점해 왔다. 막을 수 없는 가르침에 대한 요구와 인류와 일반 문화에 대한 진실한 사랑으로 에라스무스는 16세기 기독교인의 영혼에 반영될 수 있는 최대한의 고전 정신을 사람들에게 소개했다. 혼자 해낸 것은 아니나, 더 넓은 범위에 효과적으로 해낸 사람은 없다. 물론 라틴어로 저술함으로써 모든 사람에게 전파하지는 못했으며 당시 교육받은 상류층에만 직접적인 영향을 미쳤다. 에라스무스는 고전 정신을 현재로 가져왔다. 인본주의는 더는 소수의 전유물이 아니었다. 베아투스 르헤나누스에 따르면 그는 아다지아를 출판하려 할 때 일부 인본주의자들로부터 그들 기술의 신비를 폭로했다는 이유로 비난받았다. 그러나 그는 고전 책이 모든 이에게 공개되기를 원했다.""","{'question': '이 구절에서 에라스무스의 인본주의 유형과 가장 유사한 남부 르네상스 운동은?', 'choices': ['신플라톤주의', '반삼위일체론', '경건주의', '이성주의'], 'answer': 1}",,이 구절에서 에라스무스의 인본주의 유형과 가장 유사한 남부 르네상스 운동은?,1,"['신플라톤주의', '반삼위일체론', '경건주의', '이성주의']",역사
generation-for-nlp-578,"먼저 우주가 구형이라는 점에 주목해야 한다. 부분적으로는 연결점이 필요 없는 완전한 전체 형태기 때문이고, 부분적으로는 모든 것을 담고 보존하는 데 가장 적합한, 가장 넓은 형태를 만들기 때문이다. 또는 우주를 구성하는 모든 부분인 태양, 달, 행성이 이런 형태로 나타나기 때문이다. 또는 물방울과 기타 유체가 스스로 모양을 만드는 것처럼 모든 것이 이 형태를 얻으려 하기 때문이다. 그러므로 이 형태가 천체에 속함을 아무도 의심하지 않을 것이다. … 그러므로 지구도 구형이라는 사실은 의문의 여지가 없는데, 지구는 중심을 모든 면에서 압박하기 때문이다. 비록 산이 높고 골짜기가 움푹하여 완벽한 원형으로 이해되지는 않으나 지구가 구형이라는 일반적 특성에 영향을 미치지는 않는다. … 지구가 구형을 갖고 있음이 이미 밝혀졌듯, 운동도 이 형태와 일치하는지, 우주에서 지구가 차지하는 위치는 무엇인지 고심해야 한다. ... 물론 저자 대다수는 지구가 여전히 우주의 중심이라는 점에 동의하며, 반대를 가정하는 것은 상상할 수 없으며 우스꽝스럽다고 생각한다. 그러나 문제를 사려깊게 고려하면 질문이 아직 해결되지 않았기에 결코 가볍게 여겨서는 안 됨을 알게 될 것이다. 관찰되는 모든 장소의 변화는 관찰되는 대상이나 관찰자의 움직임, 또는 둘 다의 움직임이 원인으로 발생한다. … 지구에서 하늘의 공전을 관찰하면 우리 눈에 보인다. 그러므로 지구가 움직이지 않는다면 이 운동은 지구 외부의 모든 것에서 일어나야 하며, 지구상의 모든 것이 움직이는 경우와는 반대 방향으로 일어나야 하며, 이러한 종류는 일상의 혁명이다. 그러므로 이는 우주 전체, 즉 지구 자체를 제외한 지구 밖 모든 것에 영향을 미치는 것으로 보인다. 그러나 이 운동이 하늘에만 고유하지 않고, 지구가 서쪽에서 동쪽으로 돈다는 것을 인정하고, 이것이 해, 달, 별이 뜨고 지는 것처럼 보이는 것과 관련하여 주의 깊게 고려된다면, 이것이 실제 상황임을 알게 될 것이다.","{'question': '이 구절에서 코페르니쿠스가 무엇을 기반으로 작업하고 있었다고 주장할 수 있습니까?', 'choices': ['아리스토텔레스 전통', '자연마법 전통', '회의 전통', '플라톤/피타고라스 전통'], 'answer': 3}",,이 구절에서 코페르니쿠스가 무엇을 기반으로 작업하고 있었다고 주장할 수 있습니까?,3,"['아리스토텔레스 전통', '자연마법 전통', '회의 전통', '플라톤/피타고라스 전통']",역사
generation-for-nlp-580,"이탈리아 민족은 우리 시대 마침내 하나가 되었고, 모두는 통일을 기뻐했다. 그러나 우리는 통일이 너무 빠른지, 너무 철저하지 않은지 의심하는 것이 허용되었을지 모른다. 시칠리아 같은 땅의 이름 자체를 말소하고자, 대의를 위해 독립적 존재의 모든 흔적을 없애는 것은 분명히 통일을 너무 멀리 끌고 나가는 것이다. 아일랜드는 적어도 그 주권의 왕실 양식 일부를 형성하고 있지만 시칠리아는 더는 지리적 표현조차 아니라는 사실은 우리 감정을 상하게 한다. 루제루의 섬 왕국은 본토 왕국의 일곱 영지로 격하되었다. 그리고 이탈리아 통일로 또 다른 결과가 생겼는데, 이는 우리가 문제 없이 기뻐할 수 있으나, 우리가 내내 다루어 온 유럽사의 위대한 국면을 마침내 끝내는 것은 여전히 다소 슬픈 일이다. 이탈리아 군대가 해방된 로마에 입성했을 때만큼 과거와의 관계가 완전히 단절된 적은 없었다. 유럽사의 모든 새로움 중에서 가장 위대한 것은 로마가 인정된 범위와 경계를 갖춘 지배권의 중심이 되어, 현지 이탈리아 왕국에 뒤지지 않는 수장이 되었을 때였다. ""이탈리아의 수도 로마""는 우리 마음을 기쁘게 할 공식이었으나 그것은 로마의 세계 교회로서의 지위, 세계 교회로서의 전통을 공식적으로 말소하는 공식이었다. 그러나 이탈리아 왕국은 로마의 부속물이 아니다. 로마는 왕국의 수장이다. 전체는 부분보다 크다. 로마는 자신의 자유 의지와 이탈리아의 자유 의지로 이탈리아보다 열등해졌다. 이탈리아 왕국의 자발적인 수장이 됨으로써 무자비한 힘으로 프랑스 부서의 수장이 되었을 때 폐기되지 않았던 제국의 전통을 공식적으로 폐기했다.","{'question': '저자가 이탈리아의 역사 및 전통과의 연결이 가장 ""완전히 단절된"" 순간이라 생각한 시점을 고르십시오.', 'choices': ['시칠리아가 독립 왕국이 아니게 된 때', '이탈리아인이 로마를 해방한 때', '로마가 프랑스 부서의 수장이 된 때', '프랑스군이 프랑스-프러시아 전쟁에 참전하고자 로마를 버린 때'], 'answer': 4}",,"저자가 이탈리아의 역사 및 전통과의 연결이 가장 ""완전히 단절된"" 순간이라 생각한 시점을 고르십시오.",4,"['시칠리아가 독립 왕국이 아니게 된 때', '이탈리아인이 로마를 해방한 때', '로마가 프랑스 부서의 수장이 된 때', '프랑스군이 프랑스-프러시아 전쟁에 참전하고자 로마를 버린 때']",역사
generation-for-nlp-582,"이 지문에 나타난 정보는 무엇입니까? 다음 회고록을 읽어보십시오. 그는 모든 저명 인사가 궁정에 계속 알현하기를 기대했으며, 지위가 낮은 자들이 없음을 재빨리 알아차렸다. 지렛대를 쥐고, 소파에서, 식사할 때, 베르사유 정원(일반적으로 신하들이 따라가는 것이 허용된 유일한 장소)에서 눈을 좌우로 돌리곤 했다. 그에게서 벗어날 수 있는 것은 아무것도 없었고 그는 모두를 보았다. 궁정에 습관적으로 상주하는 자가 보이지 않으면 그 이유를 알고 싶다고 주장했다. 아주 짧게 방문하는 사람들도 만족스러운 설명을 해야 했다. 그곳에 좀처럼 나타나지 않거나 전혀 나타나지 않는 자는 누구든지 그의 불쾌감을 부를 것이 분명했다. 그런 자들에게 호의를 베풀어 주십사 하는 요청을 받으면 그는 오만하게 답하곤 했다. “나는 그자를 모른다.” 잘 나타나지 않는 자들에 대해 그는 “그자는 내가 한 번도 본 적이 없다”고 말했으며, 이러한 판단이 한번 내려지면 재고의 여지는 없었다. 호의를 베풀어 호의의 가치를 높이는 기술을 루이 14세보다 더 잘 이해한 사람은 없다. 말 한 마디, 미소, 심지어 눈빛까지 최대한 활용하는 법을 알고 있었다. 모든 면에서 화려함, 웅장함, 풍요로움을 좋아했으며 궁정에서도 비슷한 취향을 장려했다. 장비, 건물, 파티, 카드놀이에 자유롭게 돈을 쓰는 것은 그의 호의를 얻는 확실한 방법이었고, 아마도 명예의 말 한 마디를 얻는 확실한 방법이었으리라. 정책의 동기는 이와 관련이 있었다. 그는 값비싼 습관을 유행으로 만들어 특정 지위에 있는 자의 필수품이 되도록 함으로써 신하들에게 수입 이상으로 생활하도록 강요했고, 수입을 점진적으로 줄여 생계 수단을 자신의 은혜에 의존하도록 하였다. —생시몽 공작, 루이 14세와 그의 궁정 및 섭정에 대한 회고록, c. 1750","{'question': '다음 중 루이 14세 통치의 가장 큰 약점이자 유감스러운 점은 무엇이었습니까?', 'choices': ['귀족을 장악하느라 친구와 동맹이 없었습니다.', '의례와 체면에 지나치게 신경써서 국정을 다스리지 못했습니다.', '왕국의 행정을 감독자라 불린 전문 관료에게 맡겼습니다.', '통치 기간의 3분의 2 동안 전쟁을 벌였으며 다른 주요 세력을 연합시켜 맞서 싸웠습니다.'], 'answer': 4}",,다음 중 루이 14세 통치의 가장 큰 약점이자 유감스러운 점은 무엇이었습니까?,4,"['귀족을 장악하느라 친구와 동맹이 없었습니다.', '의례와 체면에 지나치게 신경써서 국정을 다스리지 못했습니다.', '왕국의 행정을 감독자라 불린 전문 관료에게 맡겼습니다.', '통치 기간의 3분의 2 동안 전쟁을 벌였으며 다른 주요 세력을 연합시켜 맞서 싸웠습니다.']",역사
